District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Wardha,,,WARDHA,47,,1,387,0,3,390,0,,,0,408,408,0,408
Wardha,,,WARDHA,47,,2,626,0,1,627,0,,,0,619,619,0,619
Wardha,,,WARDHA,47,,3,489,0,5,494,0,,,0,486,486,0,486
Wardha,,,WARDHA,47,,4,432,0,3,435,0,,,0,452,452,0,452
Wardha,,,WARDHA,47,,5,563,0,10,573,0,,,0,543,543,0,543
Wardha,,,WARDHA,47,,6,319,0,2,321,0,,,0,312,312,0,312
Wardha,,,WARDHA,47,,7,198,0,1,199,0,,,0,202,202,0,202
Wardha,,,WARDHA,47,,8,448,0,7,455,0,,,0,455,455,0,455
Wardha,,,WARDHA,47,,9,415,0,5,420,0,,,0,425,425,0,425
Wardha,,,WARDHA,47,,10,716,0,6,722,0,,,0,698,698,0,698
Wardha,,,WARDHA,47,,11,575,0,6,581,0,,,0,589,589,0,589
Wardha,,,WARDHA,47,,12,828,0,14,842,0,,,0,820,820,0,820
Wardha,,,WARDHA,47,,13,837,0,14,851,0,,,0,819,819,0,819
Wardha,,,WARDHA,47,,14,424,0,1,425,0,,,0,428,428,0,428
Wardha,,,WARDHA,47,,15,381,0,0,381,0,,,0,395,395,0,395
Wardha,,,WARDHA,47,,16,795,0,14,809,0,,,0,789,789,0,789
Wardha,,,WARDHA,47,,17,638,0,1,639,0,,,0,639,639,0,639
Wardha,,,WARDHA,47,,18,856,0,7,863,0,,,0,861,861,0,861
Wardha,,,WARDHA,47,,19,661,0,8,669,0,,,0,634,634,0,634
Wardha,,,WARDHA,47,,20,327,0,3,330,0,,,0,317,317,0,317
Wardha,,,WARDHA,47,,21,496,0,3,499,0,,,0,503,503,0,503
Wardha,,,WARDHA,47,,22,491,0,4,495,0,,,0,541,541,0,541
Wardha,,,WARDHA,47,,23,812,0,8,820,0,,,0,773,773,0,773
Wardha,,,WARDHA,47,,24,415,0,1,416,0,,,0,392,392,0,392
Wardha,,,WARDHA,47,,25,456,0,1,457,0,,,0,458,458,0,458
Wardha,,,WARDHA,47,,26,312,0,4,316,0,,,0,312,312,0,312
Wardha,,,WARDHA,47,,27,421,0,6,427,0,,,0,421,421,0,421
Wardha,,,WARDHA,47,,28,465,0,4,469,0,,,0,474,474,0,474
Wardha,,,WARDHA,47,,29,271,0,0,271,0,,,0,280,280,0,280
Wardha,,,WARDHA,47,,30,469,0,4,473,0,,,0,482,482,0,482
Wardha,,,WARDHA,47,,31,990,0,7,997,0,,,0,969,969,0,969
Wardha,,,WARDHA,47,,32,494,0,6,500,0,,,0,479,479,0,479
Wardha,,,WARDHA,47,,33,767,0,2,769,0,,,0,759,759,0,759
Wardha,,,WARDHA,47,,34,610,0,1,611,0,,,0,617,617,0,617
Wardha,,,WARDHA,47,,35,532,0,2,534,0,,,0,524,524,0,524
Wardha,,,WARDHA,47,,36,421,0,4,425,0,,,0,446,446,0,446
Wardha,,,WARDHA,47,,37,390,0,1,391,0,,,0,370,370,0,370
Wardha,,,WARDHA,47,,38,876,0,9,885,0,,,0,893,893,0,893
Wardha,,,WARDHA,47,,39,836,0,10,846,0,,,0,821,821,0,821
Wardha,,,WARDHA,47,,40,907,0,5,912,0,,,0,896,896,0,896
Wardha,,,WARDHA,47,,41,504,0,2,506,0,,,0,510,510,0,510
Wardha,,,WARDHA,47,,42,583,0,5,588,0,,,0,590,590,0,590
Wardha,,,WARDHA,47,,43,890,0,9,899,0,,,0,888,888,0,888
Wardha,,,WARDHA,47,,44,797,0,4,801,0,,,0,771,771,0,771
Wardha,,,WARDHA,47,,45,168,0,1,169,0,,,0,168,168,0,168
Wardha,,,WARDHA,47,,46,656,0,4,660,0,,,0,676,676,0,676
Wardha,,,WARDHA,47,,47,694,0,1,695,0,,,0,679,679,0,679
Wardha,,,WARDHA,47,,48,703,0,5,708,0,,,0,698,698,0,698
Wardha,,,WARDHA,47,,49,393,0,0,393,0,,,0,394,394,0,394
Wardha,,,WARDHA,47,,50,686,0,2,688,0,,,0,686,686,0,686
Wardha,,,WARDHA,47,,51,533,0,2,535,0,,,0,546,546,0,546
Wardha,,,WARDHA,47,,52,461,0,17,478,0,,,0,446,446,0,446
Wardha,,,WARDHA,47,,53,221,0,3,224,0,,,0,237,237,0,237
Wardha,,,WARDHA,47,,54,566,0,3,569,0,,,0,548,548,0,548
Wardha,,,WARDHA,47,,55,536,0,9,545,0,,,0,545,545,0,545
Wardha,,,WARDHA,47,,56,779,0,12,791,0,,,0,832,832,0,832
Wardha,,,WARDHA,47,,57,701,0,8,709,0,,,0,653,653,0,653
Wardha,,,WARDHA,47,,58,550,0,4,554,0,,,0,548,548,0,548
Wardha,,,WARDHA,47,,59,515,0,5,520,0,,,0,507,507,0,507
Wardha,,,WARDHA,47,,60,367,0,15,382,0,,,0,378,378,0,378
Wardha,,,WARDHA,47,,61,501,0,4,505,0,,,0,540,540,0,540
Wardha,,,WARDHA,47,,62,585,0,6,591,0,,,0,579,579,0,579
Wardha,,,WARDHA,47,,63,716,0,5,721,0,,,0,713,713,0,713
Wardha,,,WARDHA,47,,64,678,0,5,683,0,,,0,679,679,0,679
Wardha,,,WARDHA,47,,65,755,0,9,764,0,,,0,736,736,0,736
Wardha,,,WARDHA,47,,66,573,0,7,580,0,,,0,554,554,0,554
Wardha,,,WARDHA,47,,67,723,0,3,726,0,,,0,701,701,0,701
Wardha,,,WARDHA,47,,68,555,0,6,561,0,,,0,536,536,0,536
Wardha,,,WARDHA,47,,69,611,0,3,614,0,,,0,618,618,0,618
Wardha,,,WARDHA,47,,70,453,0,6,459,0,,,0,456,456,0,456
Wardha,,,WARDHA,47,,71,414,0,7,421,0,,,0,401,401,0,401
Wardha,,,WARDHA,47,,72,857,0,7,864,0,,,0,877,877,0,877
Wardha,,,WARDHA,47,,73,901,0,9,910,0,,,0,927,927,0,927
Wardha,,,WARDHA,47,,74,908,0,6,914,0,,,0,897,897,0,897
Wardha,,,WARDHA,47,,75,649,0,5,654,0,,,0,633,633,0,633
Wardha,,,WARDHA,47,,76,496,0,4,500,0,,,0,498,498,0,498
Wardha,,,WARDHA,47,,77,887,0,6,893,0,,,0,886,886,0,886
Wardha,,,WARDHA,47,,78,832,0,3,835,0,,,0,845,845,0,845
Wardha,,,WARDHA,47,,79,707,0,6,713,0,,,0,705,705,0,705
Wardha,,,WARDHA,47,,80,715,0,3,718,0,,,0,705,705,0,705
Wardha,,,WARDHA,47,,81,825,0,2,827,0,,,0,848,848,0,848
Wardha,,,WARDHA,47,,82,514,0,3,517,0,,,0,502,502,0,502
Wardha,,,WARDHA,47,,83,585,0,3,588,0,,,0,601,601,0,601
Wardha,,,WARDHA,47,,84,637,0,6,643,0,,,0,648,648,0,648
Wardha,,,WARDHA,47,,85,800,0,10,810,0,,,0,982,982,0,982
Wardha,,,WARDHA,47,,86,766,0,1,767,0,,,0,603,603,0,603
Wardha,,,WARDHA,47,,87,759,0,2,761,0,,,0,747,747,0,747
Wardha,,,WARDHA,47,,88,338,0,2,340,0,,,0,329,329,0,329
Wardha,,,WARDHA,47,,89,210,0,0,210,0,,,0,226,226,0,226
Wardha,,,WARDHA,47,,90,874,0,8,882,0,,,0,876,876,0,876
Wardha,,,WARDHA,47,,91,377,0,2,379,0,,,0,368,368,0,368
Wardha,,,WARDHA,47,,92,749,0,4,753,0,,,0,747,747,0,747
Wardha,,,WARDHA,47,,93,479,0,0,479,0,,,0,491,491,0,491
Wardha,,,WARDHA,47,,95,622,0,9,631,0,,,0,623,623,0,623
Wardha,,,WARDHA,47,,96,913,0,4,917,0,,,0,933,933,0,933
Wardha,,,WARDHA,47,,97,655,0,11,666,0,,,0,663,663,0,663
Wardha,,,WARDHA,47,,98,842,0,7,849,0,,,0,838,838,0,838
Wardha,,,WARDHA,47,,99,592,0,6,598,0,,,0,622,622,0,622
Wardha,,,WARDHA,47,,100,787,0,4,791,0,,,0,805,805,0,805
Wardha,,,WARDHA,47,,101,591,0,3,594,0,,,0,604,604,0,604
Wardha,,,WARDHA,47,,102,479,0,6,485,0,,,0,491,491,0,491
Wardha,,,WARDHA,47,,103,791,0,10,801,0,,,0,820,820,0,820
Wardha,,,WARDHA,47,,104,702,0,9,711,0,,,0,732,732,0,732
Wardha,,,WARDHA,47,,105,697,0,7,704,0,,,0,634,634,0,634
Wardha,,,WARDHA,47,,106,641,0,3,644,0,,,0,635,635,0,635
Wardha,,,WARDHA,47,,107,316,0,4,320,0,,,0,355,355,0,355
Wardha,,,WARDHA,47,,108,405,0,4,409,0,,,0,408,408,0,408
Wardha,,,WARDHA,47,,109,467,0,5,472,0,,,0,523,523,0,523
Wardha,,,WARDHA,47,,110,477,0,1,478,0,,,0,494,494,0,494
Wardha,,,WARDHA,47,,111,709,0,3,712,0,,,0,634,634,0,634
Wardha,,,WARDHA,47,,112,683,0,6,689,0,,,0,638,638,0,638
Wardha,,,WARDHA,47,,113,424,0,1,425,0,,,0,439,439,0,439
Wardha,,,WARDHA,47,,114,447,0,6,453,0,,,0,466,466,0,466
Wardha,,,WARDHA,47,,115,503,0,4,507,0,,,0,501,501,0,501
Wardha,,,WARDHA,47,,116,623,0,9,632,0,,,0,621,621,0,621
Wardha,,,WARDHA,47,,117,650,0,4,654,0,,,0,659,659,0,659
Wardha,,,WARDHA,47,,118,853,0,7,860,0,,,0,855,855,0,855
Wardha,,,WARDHA,47,,119,728,0,6,734,0,,,0,755,755,0,755
