District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Ahmednagar,,,Kopargaon,219,,1,1,812,0,813,10,NAHTAP AHKDAMAHA AHKBUBHEM,,602,210,812,10,822
Ahmednagar,,,Kopargaon,219,,2,0,714,0,714,1,NAHTAP AHKDAMAHA AHKBUBHEM,,541,175,716,1,717
Ahmednagar,,,Kopargaon,219,,3,9,841,0,850,8,NAHTAP AHKDAMAHA AHKBUBHEM,,717,118,835,8,843
Ahmednagar,,,Kopargaon,219,,4,2,650,0,652,8,NAHTAP AHKDAMAHA AHKBUBHEM,,573,79,652,8,660
Ahmednagar,,,Kopargaon,219,,5,2,630,0,632,6,NAHTAP AHKDAMAHA AHKBUBHEM,,544,89,633,6,639
Ahmednagar,,,Kopargaon,219,,6,1,485,0,486,4,NAHTAP AHKDAMAHA AHKBUBHEM,,454,36,490,4,494
Ahmednagar,,,Kopargaon,219,,7,13,967,0,980,12,NAHTAP AHKDAMAHA AHKBUBHEM,,851,110,961,12,973
Ahmednagar,,,Kopargaon,219,,8,5,1048,0,1053,5,NAHTAP AHKDAMAHA AHKBUBHEM,,944,107,1051,5,1056
Ahmednagar,,,Kopargaon,219,,9,10,1061,0,1071,8,NAHTAP AHKDAMAHA AHKBUBHEM,,945,115,1060,8,1068
Ahmednagar,,,Kopargaon,219,,10,5,973,0,978,9,NAHTAP AHKDAMAHA AHKBUBHEM,,849,129,978,9,987
Ahmednagar,,,Kopargaon,219,,11,5,1032,0,1037,5,NAHTAP AHKDAMAHA AHKBUBHEM,,872,166,1038,5,1043
Ahmednagar,,,Kopargaon,219,,12,3,861,0,864,2,NAHTAP AHKDAMAHA AHKBUBHEM,,681,189,870,2,872
Ahmednagar,,,Kopargaon,219,,13,4,831,0,835,11,NAHTAP AHKDAMAHA AHKBUBHEM,,694,146,840,11,851
Ahmednagar,,,Kopargaon,219,,14,2,754,0,756,6,NAHTAP AHKDAMAHA AHKBUBHEM,,586,180,766,6,772
Ahmednagar,,,Kopargaon,219,,15,3,930,0,933,17,NAHTAP AHKDAMAHA AHKBUBHEM,,709,233,942,17,959
Ahmednagar,,,Kopargaon,219,,16,1,766,0,767,2,NAHTAP AHKDAMAHA AHKBUBHEM,,633,148,781,2,783
Ahmednagar,,,Kopargaon,219,,17,2,789,0,791,3,NAHTAP AHKDAMAHA AHKBUBHEM,,645,159,804,3,807
Ahmednagar,,,Kopargaon,219,,18,0,689,0,689,9,NAHTAP AHKDAMAHA AHKBUBHEM,,591,116,707,9,716
Ahmednagar,,,Kopargaon,219,,19,4,939,0,943,8,NAHTAP AHKDAMAHA AHKBUBHEM,,565,389,954,8,962
Ahmednagar,,,Kopargaon,219,,20,1,850,0,851,6,NAHTAP AHKDAMAHA AHKBUBHEM,,709,160,869,6,875
Ahmednagar,,,Kopargaon,219,,21,5,737,0,742,7,NAHTAP AHKDAMAHA AHKBUBHEM,,558,195,753,7,760
Ahmednagar,,,Kopargaon,219,,22,2,592,0,594,9,NAHTAP AHKDAMAHA AHKBUBHEM,,452,160,612,9,621
Ahmednagar,,,Kopargaon,219,,23,0,870,0,870,2,NAHTAP AHKDAMAHA AHKBUBHEM,,800,93,893,2,895
Ahmednagar,,,Kopargaon,219,,24,5,960,0,965,0,NAHTAP AHKDAMAHA AHKBUBHEM,,852,127,979,0,979
Ahmednagar,,,Kopargaon,219,,25,1,599,0,600,4,NAHTAP AHKDAMAHA AHKBUBHEM,,496,127,623,4,627
Ahmednagar,,,Kopargaon,219,,26,2,665,0,667,9,NAHTAP AHKDAMAHA AHKBUBHEM,,528,161,689,9,698
Ahmednagar,,,Kopargaon,219,,27,7,1002,0,1009,14,NAHTAP AHKDAMAHA AHKBUBHEM,,739,283,1022,14,1036
Ahmednagar,,,Kopargaon,219,,28,1,1042,0,1043,6,NAHTAP AHKDAMAHA AHKBUBHEM,,805,264,1069,6,1075
Ahmednagar,,,Kopargaon,219,,29,9,798,0,807,10,NAHTAP AHKDAMAHA AHKBUBHEM,,629,189,818,10,828
Ahmednagar,,,Kopargaon,219,,30,7,855,0,862,6,NAHTAP AHKDAMAHA AHKBUBHEM,,712,166,878,6,884
Ahmednagar,,,Kopargaon,219,,31,5,923,0,928,11,NAHTAP AHKDAMAHA AHKBUBHEM,,774,175,949,11,960
Ahmednagar,,,Kopargaon,219,,32,0,484,0,484,1,NAHTAP AHKDAMAHA AHKBUBHEM,,424,92,516,1,517
Ahmednagar,,,Kopargaon,219,,33,7,619,0,626,7,NAHTAP AHKDAMAHA AHKBUBHEM,,413,232,645,7,652
Ahmednagar,,,Kopargaon,219,,34,3,516,0,519,4,NAHTAP AHKDAMAHA AHKBUBHEM,,358,189,547,4,551
Ahmednagar,,,Kopargaon,219,,35,4,261,0,265,2,NAHTAP AHKDAMAHA AHKBUBHEM,,238,54,292,2,294
Ahmednagar,,,Kopargaon,219,,36,4,441,0,445,7,NAHTAP AHKDAMAHA AHKBUBHEM,,384,89,473,7,480
Ahmednagar,,,Kopargaon,219,,37,2,655,0,657,5,NAHTAP AHKDAMAHA AHKBUBHEM,,496,194,690,5,695
Ahmednagar,,,Kopargaon,219,,38,0,698,0,698,1,NAHTAP AHKDAMAHA AHKBUBHEM,,543,193,736,1,737
Ahmednagar,,,Kopargaon,219,,39,1,816,0,817,5,NAHTAP AHKDAMAHA AHKBUBHEM,,689,165,854,5,859
Ahmednagar,,,Kopargaon,219,,40,2,980,0,982,3,NAHTAP AHKDAMAHA AHKBUBHEM,,833,185,1018,3,1021
Ahmednagar,,,Kopargaon,219,,41,2,783,0,785,1,NAHTAP AHKDAMAHA AHKBUBHEM,,740,82,822,1,823
Ahmednagar,,,Kopargaon,219,,42,8,793,0,801,11,NAHTAP AHKDAMAHA AHKBUBHEM,,647,180,827,11,838
Ahmednagar,,,Kopargaon,219,,43,11,943,0,954,5,NAHTAP AHKDAMAHA AHKBUBHEM,,834,141,975,5,980
Ahmednagar,,,Kopargaon,219,,44,14,953,0,967,4,NAHTAP AHKDAMAHA AHKBUBHEM,,717,266,983,4,987
Ahmednagar,,,Kopargaon,219,,45,9,869,0,878,15,NAHTAP AHKDAMAHA AHKBUBHEM,,665,240,905,15,920
Ahmednagar,,,Kopargaon,219,,46,6,916,0,922,10,NAHTAP AHKDAMAHA AHKBUBHEM,,675,281,956,10,966
Ahmednagar,,,Kopargaon,219,,47,3,888,0,891,13,NAHTAP AHKDAMAHA AHKBUBHEM,,700,232,932,13,945
Ahmednagar,,,Kopargaon,219,,48,4,803,0,807,3,NAHTAP AHKDAMAHA AHKBUBHEM,,652,195,847,3,850
Ahmednagar,,,Kopargaon,219,,49,3,918,0,921,3,NAHTAP AHKDAMAHA AHKBUBHEM,,765,199,964,3,967
Ahmednagar,,,Kopargaon,219,,50,4,830,0,834,8,NAHTAP AHKDAMAHA AHKBUBHEM,,724,152,876,8,884
Ahmednagar,,,Kopargaon,219,,51,5,671,0,676,14,NAHTAP AHKDAMAHA AHKBUBHEM,,574,143,717,14,731
Ahmednagar,,,Kopargaon,219,,52,10,709,0,719,5,NAHTAP AHKDAMAHA AHKBUBHEM,,566,185,751,5,756
Ahmednagar,,,Kopargaon,219,,53,5,814,0,819,6,NAHTAP AHKDAMAHA AHKBUBHEM,,679,183,862,6,868
Ahmednagar,,,Kopargaon,219,,54,7,933,0,940,5,NAHTAP AHKDAMAHA AHKBUBHEM,,781,199,980,5,985
Ahmednagar,,,Kopargaon,219,,55,3,797,0,800,7,NAHTAP AHKDAMAHA AHKBUBHEM,,584,265,849,7,856
Ahmednagar,,,Kopargaon,219,,56,2,972,0,974,8,NAHTAP AHKDAMAHA AHKBUBHEM,,636,390,1026,8,1034
Ahmednagar,,,Kopargaon,219,,57,2,1058,0,1060,9,NAHTAP AHKDAMAHA AHKBUBHEM,,887,226,1113,9,1122
Ahmednagar,,,Kopargaon,219,,58,0,711,0,711,0,NAHTAP AHKDAMAHA AHKBUBHEM,,611,158,769,0,769
Ahmednagar,,,Kopargaon,219,,59,0,468,0,468,6,NAHTAP AHKDAMAHA AHKBUBHEM,,342,185,527,6,533
Ahmednagar,,,Kopargaon,219,,60,7,875,0,882,10,NAHTAP AHKDAMAHA AHKBUBHEM,,655,273,928,10,938
Ahmednagar,,,Kopargaon,219,,61,0,716,0,716,4,NAHTAP AHKDAMAHA AHKBUBHEM,,567,210,777,4,781
Ahmednagar,,,Kopargaon,219,,62,1,1123,0,1124,3,NAHTAP AHKDAMAHA AHKBUBHEM,,919,265,1184,3,1187
Ahmednagar,,,Kopargaon,219,,63,0,339,0,339,1,NAHTAP AHKDAMAHA AHKBUBHEM,,274,128,402,1,403
Ahmednagar,,,Kopargaon,219,,64,9,679,0,688,2,NAHTAP AHKDAMAHA AHKBUBHEM,,519,215,734,2,736
Ahmednagar,,,Kopargaon,219,,65,4,586,0,590,6,NAHTAP AHKDAMAHA AHKBUBHEM,,419,228,647,6,653
Ahmednagar,,,Kopargaon,219,,66,2,637,0,639,6,NAHTAP AHKDAMAHA AHKBUBHEM,,558,143,701,6,707
Ahmednagar,,,Kopargaon,219,,67,3,681,0,684,6,NAHTAP AHKDAMAHA AHKBUBHEM,,558,187,745,6,751
Ahmednagar,,,Kopargaon,219,,68,6,792,0,798,10,NAHTAP AHKDAMAHA AHKBUBHEM,,618,236,854,10,864
Ahmednagar,,,Kopargaon,219,,69,5,912,0,917,5,NAHTAP AHKDAMAHA AHKBUBHEM,,781,195,976,5,981
Ahmednagar,,,Kopargaon,219,,70,4,992,0,996,7,NAHTAP AHKDAMAHA AHKBUBHEM,,807,251,1058,7,1065
Ahmednagar,,,Kopargaon,219,,71,4,900,0,904,9,NAHTAP AHKDAMAHA AHKBUBHEM,,688,279,967,9,976
Ahmednagar,,,Kopargaon,219,,72,5,638,0,643,5,NAHTAP AHKDAMAHA AHKBUBHEM,,533,172,705,5,710
Ahmednagar,,,Kopargaon,219,,73,10,808,0,818,15,NAHTAP AHKDAMAHA AHKBUBHEM,,666,205,871,15,886
Ahmednagar,,,Kopargaon,219,,74,1,617,0,618,6,NAHTAP AHKDAMAHA AHKBUBHEM,,561,129,690,6,696
Ahmednagar,,,Kopargaon,219,,75,27,840,0,867,6,NAHTAP AHKDAMAHA AHKBUBHEM,,661,227,888,6,894
Ahmednagar,,,Kopargaon,219,,76,6,671,0,677,3,NAHTAP AHKDAMAHA AHKBUBHEM,,590,151,741,3,744
Ahmednagar,,,Kopargaon,219,,77,3,423,0,426,5,NAHTAP AHKDAMAHA AHKBUBHEM,,344,153,497,5,502
Ahmednagar,,,Kopargaon,219,,78,4,824,0,828,10,NAHTAP AHKDAMAHA AHKBUBHEM,,675,223,898,10,908
Ahmednagar,,,Kopargaon,219,,79,6,487,0,493,4,NAHTAP AHKDAMAHA AHKBUBHEM,,347,213,560,4,564
Ahmednagar,,,Kopargaon,219,,80,16,705,0,721,4,NAHTAP AHKDAMAHA AHKBUBHEM,,553,216,769,4,773
Ahmednagar,,,Kopargaon,219,,81,18,832,0,850,11,NAHTAP AHKDAMAHA AHKBUBHEM,,644,251,895,11,906
Ahmednagar,,,Kopargaon,219,,82,4,833,0,837,10,NAHTAP AHKDAMAHA AHKBUBHEM,,757,154,911,10,921
Ahmednagar,,,Kopargaon,219,,83,3,707,0,710,6,NAHTAP AHKDAMAHA AHKBUBHEM,,606,181,787,6,793
Ahmednagar,,,Kopargaon,219,,84,4,880,0,884,6,NAHTAP AHKDAMAHA AHKBUBHEM,,800,160,960,6,966
Ahmednagar,,,Kopargaon,219,,85,2,628,0,630,7,NAHTAP AHKDAMAHA AHKBUBHEM,,540,171,711,7,718
Ahmednagar,,,Kopargaon,219,,86,4,765,0,769,18,NAHTAP AHKDAMAHA AHKBUBHEM,,643,204,847,18,865
Ahmednagar,,,Kopargaon,219,,87,2,352,0,354,5,NAHTAP AHKDAMAHA AHKBUBHEM,,301,136,437,5,442
Ahmednagar,,,Kopargaon,219,,88,12,555,0,567,9,NAHTAP AHKDAMAHA AHKBUBHEM,,459,172,631,9,640
Ahmednagar,,,Kopargaon,219,,89,7,550,0,557,12,NAHTAP AHKDAMAHA AHKBUBHEM,,445,187,632,12,644
Ahmednagar,,,Kopargaon,219,,90,12,601,0,613,6,NAHTAP AHKDAMAHA AHKBUBHEM,,517,162,679,6,685
Ahmednagar,,,Kopargaon,219,,91,0,545,0,545,4,NAHTAP AHKDAMAHA AHKBUBHEM,,457,179,636,4,640
Ahmednagar,,,Kopargaon,219,,92,9,671,0,680,3,NAHTAP AHKDAMAHA AHKBUBHEM,,514,240,754,3,757
Ahmednagar,,,Kopargaon,219,,93,8,459,0,467,3,NAHTAP AHKDAMAHA AHKBUBHEM,,366,178,544,3,547
Ahmednagar,,,Kopargaon,219,,94,5,875,0,880,13,NAHTAP AHKDAMAHA AHKBUBHEM,,757,207,964,13,977
Ahmednagar,,,Kopargaon,219,,95,1,496,0,497,11,NAHTAP AHKDAMAHA AHKBUBHEM,,409,181,590,11,601
Ahmednagar,,,Kopargaon,219,,96,2,616,0,618,7,NAHTAP AHKDAMAHA AHKBUBHEM,,465,245,710,7,717
Ahmednagar,,,Kopargaon,219,,97,20,660,0,680,12,NAHTAP AHKDAMAHA AHKBUBHEM,,540,197,737,12,749
Ahmednagar,,,Kopargaon,219,,98,4,748,0,752,8,NAHTAP AHKDAMAHA AHKBUBHEM,,457,385,842,8,850
Ahmednagar,,,Kopargaon,219,,99,2,553,0,555,6,NAHTAP AHKDAMAHA AHKBUBHEM,,341,309,650,6,656
Ahmednagar,,,Kopargaon,219,,100,8,838,0,846,10,NAHTAP AHKDAMAHA AHKBUBHEM,,587,343,930,10,940
Ahmednagar,,,Kopargaon,219,,101,5,600,0,605,3,NAHTAP AHKDAMAHA AHKBUBHEM,,407,289,696,3,699
Ahmednagar,,,Kopargaon,219,,102,2,603,0,605,2,NAHTAP AHKDAMAHA AHKBUBHEM,,417,286,703,2,705
Ahmednagar,,,Kopargaon,219,,103,23,727,0,750,3,NAHTAP AHKDAMAHA AHKBUBHEM,,580,227,807,3,810
Ahmednagar,,,Kopargaon,219,,104,12,652,0,664,11,NAHTAP AHKDAMAHA AHKBUBHEM,,525,219,744,11,755
