District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Ahmednagar,,,Rahuri,223,,1,3,1,0,4,0,ERUPNAT OARDASARP TKAJARP,,504,352,856,0,856
Ahmednagar,,,Rahuri,223,,2,7,0,0,7,0,ERUPNAT OARDASARP TKAJARP,,589,247,836,0,836
Ahmednagar,,,Rahuri,223,,3,1,3,0,4,0,ERUPNAT OARDASARP TKAJARP,,397,336,733,0,733
Ahmednagar,,,Rahuri,223,,4,1,0,0,1,0,ERUPNAT OARDASARP TKAJARP,,464,324,788,0,788
Ahmednagar,,,Rahuri,223,,5,3,2,0,5,0,ERUPNAT OARDASARP TKAJARP,,635,401,1036,0,1036
Ahmednagar,,,Rahuri,223,,6,9,2,0,11,0,ERUPNAT OARDASARP TKAJARP,,515,391,906,0,906
Ahmednagar,,,Rahuri,223,,7,18,6,0,24,0,ERUPNAT OARDASARP TKAJARP,,483,332,815,0,815
Ahmednagar,,,Rahuri,223,,8,17,0,0,17,0,ERUPNAT OARDASARP TKAJARP,,451,456,907,0,907
Ahmednagar,,,Rahuri,223,,9,4,0,0,4,0,ERUPNAT OARDASARP TKAJARP,,451,431,882,0,882
Ahmednagar,,,Rahuri,223,,10,2,3,0,5,0,ERUPNAT OARDASARP TKAJARP,,418,401,819,0,819
Ahmednagar,,,Rahuri,223,,11,0,2,0,2,0,ERUPNAT OARDASARP TKAJARP,,560,232,792,0,792
Ahmednagar,,,Rahuri,223,,12,0,2,0,2,0,ERUPNAT OARDASARP TKAJARP,,446,267,713,0,713
Ahmednagar,,,Rahuri,223,,13,0,6,0,6,0,ERUPNAT OARDASARP TKAJARP,,645,400,1045,0,1045
Ahmednagar,,,Rahuri,223,,14,2,2,0,4,0,ERUPNAT OARDASARP TKAJARP,,557,352,909,0,909
Ahmednagar,,,Rahuri,223,,15,0,0,0,0,0,ERUPNAT OARDASARP TKAJARP,,437,297,734,0,734
Ahmednagar,,,Rahuri,223,,16,9,1,0,10,0,ERUPNAT OARDASARP TKAJARP,,537,441,978,0,978
Ahmednagar,,,Rahuri,223,,17,1,4,0,5,0,ERUPNAT OARDASARP TKAJARP,,500,559,1059,0,1059
Ahmednagar,,,Rahuri,223,,18,0,1,0,1,0,ERUPNAT OARDASARP TKAJARP,,624,516,1140,0,1140
Ahmednagar,,,Rahuri,223,,19,2,7,0,9,0,ERUPNAT OARDASARP TKAJARP,,566,578,1144,0,1144
Ahmednagar,,,Rahuri,223,,20,0,0,0,0,0,ERUPNAT OARDASARP TKAJARP,,565,301,866,0,866
Ahmednagar,,,Rahuri,223,,21,4,2,0,6,0,ERUPNAT OARDASARP TKAJARP,,465,465,930,0,930
Ahmednagar,,,Rahuri,223,,22,3,6,0,9,0,ERUPNAT OARDASARP TKAJARP,,514,562,1076,0,1076
