District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Nandurabar,,,NAVAPUR,4,,1,542,0,15,557,0,Candidate_2,,0,542,542,0,542
Nandurabar,,,NAVAPUR,4,,2,485,0,12,497,0,Candidate_2,,0,485,485,0,485
TOTAL,,,,,,,1027,0,27,1054,0,,,0,1027,1027,0,1027
