District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Dhule,,,SAKRI (S.T.),5,,1,772,0,3,775,0,Pratap Singh Valvi,,0,552,552,0,552
Dhule,,,SAKRI (S.T.),5,,2,545,0,1,546,0,Pratap Singh Valvi,,0,331,331,0,331
Dhule,,,SAKRI (S.T.),5,,3,515,0,4,519,0,Pratap Singh Valvi,,0,512,512,0,512
Dhule,,,SAKRI (S.T.),5,,4,379,0,2,381,0,Pratap Singh Valvi,,0,210,210,0,210
Dhule,,,SAKRI (S.T.),5,,5,335,0,1,336,0,Pratap Singh Valvi,,0,244,244,0,244
TOTAL,,,,,,,2546,0,11,2557,0,,,0,1849,1849,0,1849
