District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Nanded,,,Kinwat,83,,1,1,1,0,2,1,ELOHD OARIJAHBMAS KOHSA,,233,327,560,1,561
Nanded,,,Kinwat,83,,2,0,0,0,0,1,ELOHD OARIJAHBMAS KOHSA,,272,269,541,1,542
Nanded,,,Kinwat,83,,3,2,0,0,2,1,ELOHD OARIJAHBMAS KOHSA,,271,202,473,1,474
Nanded,,,Kinwat,83,,4,0,0,0,0,1,ELOHD OARIJAHBMAS KOHSA,,474,396,870,1,871
Nanded,,,Kinwat,83,,5,0,3,0,3,4,ELOHD OARIJAHBMAS KOHSA,,410,342,752,4,756
Nanded,,,Kinwat,83,,6,1,0,0,1,3,ELOHD OARIJAHBMAS KOHSA,,335,217,552,3,555
Nanded,,,Kinwat,83,,7,1,0,0,1,0,ELOHD OARIJAHBMAS KOHSA,,234,114,348,0,348
Nanded,,,Kinwat,83,,8,3,5,0,8,4,ELOHD OARIJAHBMAS KOHSA,,446,478,924,4,928
Nanded,,,Kinwat,83,,9,0,2,0,2,1,ELOHD OARIJAHBMAS KOHSA,,208,505,713,1,714
Nanded,,,Kinwat,83,,10,0,0,0,0,3,ELOHD OARIJAHBMAS KOHSA,,232,200,432,3,435
Nanded,,,Kinwat,83,,11,1,0,0,1,0,ELOHD OARIJAHBMAS KOHSA,,172,230,402,0,402
Nanded,,,Kinwat,83,,12,1,0,0,1,0,ELOHD OARIJAHBMAS KOHSA,,143,47,190,0,190
Nanded,,,Kinwat,83,,13,2,11,0,13,4,ELOHD OARIJAHBMAS KOHSA,,58,659,717,4,721
Nanded,,,Kinwat,83,,14,1,1,0,2,0,ELOHD OARIJAHBMAS KOHSA,,98,313,411,0,411
Nanded,,,Kinwat,83,,15,0,1,0,1,2,ELOHD OARIJAHBMAS KOHSA,,352,252,604,2,606
Nanded,,,Kinwat,83,,16,1,1,0,2,1,ELOHD OARIJAHBMAS KOHSA,,356,324,680,1,681
Nanded,,,Kinwat,83,,17,0,2,0,2,0,ELOHD OARIJAHBMAS KOHSA,,163,151,314,0,314
Nanded,,,Kinwat,83,,18,0,2,0,2,0,ELOHD OARIJAHBMAS KOHSA,,285,407,692,0,692
Nanded,,,Kinwat,83,,19,0,0,0,0,0,ELOHD OARIJAHBMAS KOHSA,,134,105,239,0,239
Nanded,,,Kinwat,83,,20,0,2,0,2,3,ELOHD OARIJAHBMAS KOHSA,,292,297,589,3,592
Nanded,,,Kinwat,83,,21,0,0,0,0,0,ELOHD OARIJAHBMAS KOHSA,,249,215,464,0,464
Nanded,,,Kinwat,83,,22,1,0,0,1,1,ELOHD OARIJAHBMAS KOHSA,,156,597,753,1,754
Nanded,,,Kinwat,83,,23,1,3,0,4,0,ELOHD OARIJAHBMAS KOHSA,,117,328,445,0,445
Nanded,,,Kinwat,83,,24,1,3,0,4,2,ELOHD OARIJAHBMAS KOHSA,,407,289,696,2,698
Nanded,,,Kinwat,83,,25,0,0,0,0,0,ELOHD OARIJAHBMAS KOHSA,,338,217,555,0,555
Nanded,,,Kinwat,83,,26,1,1,0,2,2,ELOHD OARIJAHBMAS KOHSA,,505,303,808,2,810
