District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Dhule,,,SINDKHEDA,8,,1,693,0,5,698,0,JADHAV PATIL,,0,712,712,0,712
Dhule,,,SINDKHEDA,8,,2,523,0,3,526,0,JADHAV PATIL,,0,523,523,0,523
Dhule,,,SINDKHEDA,8,,3,96,0,0,96,0,JADHAV PATIL,,0,96,96,0,96
Dhule,,,SINDKHEDA,8,,4,705,0,4,709,0,JADHAV PATIL,,0,522,522,0,522
Dhule,,,SINDKHEDA,8,,5,219,0,1,220,0,JADHAV PATIL,,0,484,484,0,484
TOTAL,,,,,,,2236,0,13,2249,0,,,0,2337,2337,0,2337
