District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Nashik,,,Nashik  West,125,,1,0,0,0,0,3,EROM ARDNAHC TNANA LOMA,,194,418,612,3,615
Nashik,,,Nashik  West,125,,2,1,2,0,3,3,EROM ARDNAHC TNANA LOMA,,224,422,646,3,649
Nashik,,,Nashik  West,125,,3,0,0,0,0,4,EROM ARDNAHC TNANA LOMA,,149,546,695,4,699
Nashik,,,Nashik  West,125,,4,0,0,0,0,4,EROM ARDNAHC TNANA LOMA,,115,363,478,4,482
Nashik,,,Nashik  West,125,,5,0,0,0,0,3,EROM ARDNAHC TNANA LOMA,,152,413,565,3,568
Nashik,,,Nashik  West,125,,6,0,0,0,0,5,EROM ARDNAHC TNANA LOMA,,265,576,841,5,846
Nashik,,,Nashik  West,125,,7,0,0,0,0,1,EROM ARDNAHC TNANA LOMA,,236,444,680,1,681
Nashik,,,Nashik  West,125,,8,0,0,0,0,4,EROM ARDNAHC TNANA LOMA,,213,499,712,4,716
Nashik,,,Nashik  West,125,,9,0,2,0,2,3,EROM ARDNAHC TNANA LOMA,,312,499,811,3,814
Nashik,,,Nashik  West,125,,10,1,0,0,1,3,EROM ARDNAHC TNANA LOMA,,329,402,731,3,734
Nashik,,,Nashik  West,125,,11,2,1,0,3,10,EROM ARDNAHC TNANA LOMA,,296,437,733,10,743
Nashik,,,Nashik  West,125,,12,0,2,0,2,7,EROM ARDNAHC TNANA LOMA,,331,326,657,7,664
Nashik,,,Nashik  West,125,,13,0,0,0,0,2,EROM ARDNAHC TNANA LOMA,,400,282,682,2,684
Nashik,,,Nashik  West,125,,14,0,0,0,0,2,EROM ARDNAHC TNANA LOMA,,520,269,789,2,791
Nashik,,,Nashik  West,125,,15,0,0,0,0,3,EROM ARDNAHC TNANA LOMA,,433,221,654,3,657
Nashik,,,Nashik  West,125,,16,0,0,0,0,1,EROM ARDNAHC TNANA LOMA,,445,259,704,1,705
Nashik,,,Nashik  West,125,,17,1,0,0,1,2,EROM ARDNAHC TNANA LOMA,,405,330,735,2,737
Nashik,,,Nashik  West,125,,18,0,0,0,0,2,EROM ARDNAHC TNANA LOMA,,441,303,744,2,746
Nashik,,,Nashik  West,125,,19,0,0,0,0,1,EROM ARDNAHC TNANA LOMA,,488,264,752,1,753
Nashik,,,Nashik  West,125,,20,0,0,0,0,1,EROM ARDNAHC TNANA LOMA,,475,289,764,1,765
Nashik,,,Nashik  West,125,,21,0,0,0,0,1,EROM ARDNAHC TNANA LOMA,,420,270,690,1,691
Nashik,,,Nashik  West,125,,22,0,0,0,0,0,EROM ARDNAHC TNANA LOMA,,496,342,838,0,838
Nashik,,,Nashik  West,125,,23,3,0,0,3,2,EROM ARDNAHC TNANA LOMA,,444,322,766,2,768
Nashik,,,Nashik  West,125,,24,0,0,0,0,2,EROM ARDNAHC TNANA LOMA,,447,319,766,2,768
Nashik,,,Nashik  West,125,,25,0,0,0,0,2,EROM ARDNAHC TNANA LOMA,,431,360,791,2,793
