District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Nandurabar,,,SHAHADA (ST),2,,1,903,0,66,969,0,Rajendra Dhanraj Singh,,0,903,903,0,903
Nandurabar,,,SHAHADA (ST),2,,2,640,0,21,661,0,Rajendra Dhanraj Singh,,0,640,640,0,640
Nandurabar,,,SHAHADA (ST),2,,3,714,0,17,731,0,Rajendra Dhanraj Singh,,0,694,694,0,694
Nandurabar,,,SHAHADA (ST),2,,4,1037,0,15,1052,0,Rajendra Dhanraj Singh,,0,1037,1037,0,1037
Nandurabar,,,SHAHADA (ST),2,,5,602,0,2,604,0,Rajendra Dhanraj Singh,,0,602,602,0,602
Nandurabar,,,SHAHADA (ST),2,,6,671,0,18,689,0,Rajendra Dhanraj Singh,,0,671,671,0,671
Nandurabar,,,SHAHADA (ST),2,,7,623,0,10,633,0,Rajendra Dhanraj Singh,,0,623,623,0,623
Nandurabar,,,SHAHADA (ST),2,,8,421,0,5,426,0,Rajendra Dhanraj Singh,,0,421,421,0,421
Nandurabar,,,SHAHADA (ST),2,,9,501,0,9,510,0,Rajendra Dhanraj Singh,,0,501,501,0,501
Nandurabar,,,SHAHADA (ST),2,,10,587,0,18,605,0,Rajendra Dhanraj Singh,,0,587,587,0,587
Nandurabar,,,SHAHADA (ST),2,,11,671,0,21,692,0,Rajendra Dhanraj Singh,,0,671,671,0,671
Nandurabar,,,SHAHADA (ST),2,,12,1031,0,13,1044,0,Rajendra Dhanraj Singh,,0,1031,1031,0,1031
Nandurabar,,,SHAHADA (ST),2,,13,436,0,7,443,0,Rajendra Dhanraj Singh,,0,436,436,0,436
Nandurabar,,,SHAHADA (ST),2,,14,1086,0,12,1098,0,Rajendra Dhanraj Singh,,0,1096,1096,0,1096
Nandurabar,,,SHAHADA (ST),2,,15,503,0,4,507,0,Rajendra Dhanraj Singh,,0,503,503,0,503
Nandurabar,,,SHAHADA (ST),2,,16,748,0,12,760,0,Rajendra Dhanraj Singh,,0,748,748,0,748
Nandurabar,,,SHAHADA (ST),2,,17,1078,0,12,1090,0,Rajendra Dhanraj Singh,,0,1078,1078,0,1078
Nandurabar,,,SHAHADA (ST),2,,18,658,0,4,662,0,Rajendra Dhanraj Singh,,0,658,658,0,658
Nandurabar,,,SHAHADA (ST),2,,19,384,0,2,386,0,Rajendra Dhanraj Singh,,0,384,384,0,384
Nandurabar,,,SHAHADA (ST),2,,20,584,0,2,586,0,Rajendra Dhanraj Singh,,0,584,584,0,584
Nandurabar,,,SHAHADA (ST),2,,21,530,0,5,535,0,Rajendra Dhanraj Singh,,0,530,530,0,530
Nandurabar,,,SHAHADA (ST),2,,22,870,0,0,870,0,Rajendra Dhanraj Singh,,0,870,870,0,870
Nandurabar,,,SHAHADA (ST),2,,23,905,0,7,912,0,Rajendra Dhanraj Singh,,0,905,905,0,905
TOTAL,,,,,,,16183,0,282,16465,0,,,0,16173,16173,0,16173
