District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Nandurabar,,,AKKALKUWA,1,319481,1,218,4,1,223,0,DR HEENA VIJAYKUMAR GAVIT,,0,0,0,,1330
Nandurabar,,,AKKALKUWA,1,319481,2,354,3,1,358,0,DR HEENA VIJAYKUMAR GAVIT,,0,0,0,,1330
Nandurabar,,,AKKALKUWA,1,319481,3,272,2,1,275,0,DR HEENA VIJAYKUMAR GAVIT,,0,0,0,,1330
Nandurabar,,,AKKALKUWA,1,319481,4,235,3,1,239,0,DR HEENA VIJAYKUMAR GAVIT,,0,0,0,,1330
Nandurabar,,,AKKALKUWA,1,319481,5,251,6,1,258,0,DR HEENA VIJAYKUMAR GAVIT,,0,0,0,,1330
