District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EMV Votes,Total Postal ballot votes,Total Votes Polled
Buldhana,,,BULDHANA,22,239191,1,465,0,0,465,,Leading Candidate,,843,773,1616,,1616
Buldhana,,,BULDHANA,22,239191,2,473,0,0,473,,Leading Candidate,,843,773,1616,,1616
Buldhana,,,BULDHANA,22,239191,3,678,0,0,678,,Leading Candidate,,843,773,1616,,1616
