District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Jalgaon,,,12-Bhusawal (S.C.),12,,1,382,0,3,385,0,,,0,382,382,0,382
Jalgaon,,,12-Bhusawal (S.C.),12,,2,322,0,3,325,0,,,0,322,322,0,322
Jalgaon,,,12-Bhusawal (S.C.),12,,3,589,0,5,594,0,,,0,589,589,0,589
Jalgaon,,,12-Bhusawal (S.C.),12,,4,719,0,6,725,0,,,0,719,719,0,719
Jalgaon,,,12-Bhusawal (S.C.),12,,5,786,0,5,791,0,,,0,786,786,0,786
Jalgaon,,,12-Bhusawal (S.C.),12,,6,700,0,6,706,0,,,0,700,700,0,700
Jalgaon,,,12-Bhusawal (S.C.),12,,7,658,0,8,666,0,,,0,658,658,0,658
Jalgaon,,,12-Bhusawal (S.C.),12,,8,605,0,8,613,0,,,0,605,605,0,605
Jalgaon,,,12-Bhusawal (S.C.),12,,9,334,0,7,341,0,,,0,334,334,0,334
Jalgaon,,,12-Bhusawal (S.C.),12,,10,662,0,8,670,0,,,0,662,662,0,662
Jalgaon,,,12-Bhusawal (S.C.),12,,11,625,0,6,631,0,,,0,625,625,0,625
Jalgaon,,,12-Bhusawal (S.C.),12,,12,757,0,6,763,0,,,0,757,757,0,757
Jalgaon,,,12-Bhusawal (S.C.),12,,13,418,0,10,428,0,,,0,418,418,0,418
Jalgaon,,,12-Bhusawal (S.C.),12,,14,504,0,6,510,0,,,0,504,504,0,504
Jalgaon,,,12-Bhusawal (S.C.),12,,15,381,0,7,388,0,,,0,381,381,0,381
Jalgaon,,,12-Bhusawal (S.C.),12,,16,416,0,8,424,0,,,0,416,416,0,416
Jalgaon,,,12-Bhusawal (S.C.),12,,17,354,0,10,364,0,,,0,354,354,0,354
Jalgaon,,,12-Bhusawal (S.C.),12,,18,487,0,15,502,0,,,0,487,487,0,487
Jalgaon,,,12-Bhusawal (S.C.),12,,19,611,0,5,616,0,,,0,611,611,0,611
Jalgaon,,,12-Bhusawal (S.C.),12,,20,752,0,8,760,0,,,0,752,752,0,752
Jalgaon,,,12-Bhusawal (S.C.),12,,21,421,0,4,425,0,,,0,421,421,0,421
Jalgaon,,,12-Bhusawal (S.C.),12,,22,400,0,3,403,0,,,0,400,400,0,400
Jalgaon,,,12-Bhusawal (S.C.),12,,23,709,0,7,716,0,,,0,709,709,0,709
