District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Beed,,,KAIJ (SC),232,,1,361,0,0,361,0,,,0,361,361,0,361
Beed,,,KAIJ (SC),232,,2,402,0,1,403,0,,,0,402,402,0,402
Beed,,,KAIJ (SC),232,,3,400,0,1,401,0,,,0,400,400,0,400
Beed,,,KAIJ (SC),232,,4,510,0,3,513,0,,,0,510,510,0,510
Beed,,,KAIJ (SC),232,,5,251,0,0,251,0,,,0,252,252,0,252
Beed,,,KAIJ (SC),232,,6,588,0,0,588,0,,,0,588,588,0,588
Beed,,,KAIJ (SC),232,,7,455,0,1,456,0,,,0,455,455,0,455
Beed,,,KAIJ (SC),232,,8,345,0,1,346,0,,,0,345,345,0,345
Beed,,,KAIJ (SC),232,,9,867,0,6,873,0,,,0,867,867,0,867
Beed,,,KAIJ (SC),232,,10,332,0,1,333,0,,,0,332,332,0,332
Beed,,,KAIJ (SC),232,,11,364,0,0,364,0,,,0,364,364,0,364
Beed,,,KAIJ (SC),232,,12,514,0,0,514,0,,,0,514,514,0,514
Beed,,,KAIJ (SC),232,,13,374,0,1,375,0,,,0,374,374,0,374
Beed,,,KAIJ (SC),232,,14,219,0,0,219,0,,,0,219,219,0,219
Beed,,,KAIJ (SC),232,,15,458,0,0,458,0,,,0,457,457,0,457
Beed,,,KAIJ (SC),232,,16,303,0,1,304,0,,,0,303,303,0,303
Beed,,,KAIJ (SC),232,,17,470,0,1,471,0,,,0,470,470,0,470
Beed,,,KAIJ (SC),232,,18,408,0,0,408,0,,,0,408,408,0,408
Beed,,,KAIJ (SC),232,,19,510,0,3,513,0,,,0,510,510,0,510
Beed,,,KAIJ (SC),232,,20,428,0,0,428,0,,,0,431,431,0,431
Beed,,,KAIJ (SC),232,,21,614,0,4,618,0,,,0,614,614,0,614
Beed,,,KAIJ (SC),232,,22,295,0,0,295,0,,,0,295,295,0,295
Beed,,,KAIJ (SC),232,,23,385,0,0,385,0,,,0,385,385,0,385
Beed,,,KAIJ (SC),232,,24,733,0,1,734,0,,,0,734,734,0,734
Beed,,,KAIJ (SC),232,,25,408,0,1,409,0,,,0,408,408,0,408
Beed,,,KAIJ (SC),232,,26,383,0,1,384,0,,,0,383,383,0,383
Beed,,,KAIJ (SC),232,,27,545,0,0,545,0,,,0,544,544,0,544
Beed,,,KAIJ (SC),232,,28,567,0,0,567,0,,,0,566,566,0,566
Beed,,,KAIJ (SC),232,,29,453,0,1,454,0,,,0,453,453,0,453
Beed,,,KAIJ (SC),232,,30,391,0,0,391,0,,,0,390,390,0,390
Beed,,,KAIJ (SC),232,,31,465,0,2,467,0,,,0,465,465,0,465
Beed,,,KAIJ (SC),232,,32,751,0,4,755,0,,,0,751,751,0,751
Beed,,,KAIJ (SC),232,,33,392,0,4,396,0,,,0,392,392,0,392
Beed,,,KAIJ (SC),232,,34,636,0,2,638,0,,,0,636,636,0,636
Beed,,,KAIJ (SC),232,,35,602,0,1,603,0,,,0,592,592,0,592
Beed,,,KAIJ (SC),232,,36,550,0,1,551,0,,,0,550,550,0,550
Beed,,,KAIJ (SC),232,,37,624,0,2,626,0,,,0,624,624,0,624
Beed,,,KAIJ (SC),232,,38,581,0,1,582,0,,,0,581,581,0,581
Beed,,,KAIJ (SC),232,,39,594,0,2,596,0,,,0,594,594,0,594
Beed,,,KAIJ (SC),232,,40,683,0,1,684,0,,,0,683,683,0,683
Beed,,,KAIJ (SC),232,,41,743,0,0,743,0,,,0,744,744,0,744
