District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Mumbai City,,,WADALA,180,,1,588,0,12,600,0,,,0,588,588,0,588
Mumbai City,,,WADALA,180,,2,499,0,6,505,0,,,0,499,499,0,499
Mumbai City,,,WADALA,180,,3,527,0,9,536,0,,,0,527,527,0,527
Mumbai City,,,WADALA,180,,4,675,0,7,682,0,,,0,677,677,0,677
Mumbai City,,,WADALA,180,,5,519,0,9,528,0,,,0,521,521,0,521
Mumbai City,,,WADALA,180,,6,528,0,10,538,0,,,0,528,528,0,528
Mumbai City,,,WADALA,180,,7,580,0,10,590,0,,,0,576,576,0,576
Mumbai City,,,WADALA,180,,8,500,0,8,508,0,,,0,500,500,0,500
Mumbai City,,,WADALA,180,,9,552,0,7,559,0,,,0,552,552,0,552
Mumbai City,,,WADALA,180,,10,583,0,18,601,0,,,0,582,582,0,582
Mumbai City,,,WADALA,180,,11,571,0,15,586,0,,,0,571,571,0,571
Mumbai City,,,WADALA,180,,12,490,0,2,492,0,,,0,490,490,0,490
Mumbai City,,,WADALA,180,,13,521,0,14,535,0,,,0,515,515,0,515
Mumbai City,,,WADALA,180,,14,579,0,13,592,0,,,0,579,579,0,579
Mumbai City,,,WADALA,180,,15,616,0,13,629,0,,,0,616,616,0,616
Mumbai City,,,WADALA,180,,16,508,0,15,523,0,,,0,515,515,0,515
Mumbai City,,,WADALA,180,,17,438,0,9,447,0,,,0,436,436,0,436
Mumbai City,,,WADALA,180,,18,389,0,8,397,0,,,0,391,391,0,391
Mumbai City,,,WADALA,180,,19,561,0,7,568,0,,,0,561,561,0,561
Mumbai City,,,WADALA,180,,20,555,0,9,564,0,,,0,555,555,0,555
Mumbai City,,,WADALA,180,,21,675,0,12,687,0,,,0,675,675,0,675
Mumbai City,,,WADALA,180,,22,519,0,9,528,0,,,0,519,519,0,519
Mumbai City,,,WADALA,180,,23,602,0,12,614,0,,,0,606,606,0,606
Mumbai City,,,WADALA,180,,24,533,0,8,541,0,,,0,530,530,0,530
Mumbai City,,,WADALA,180,,25,476,0,12,488,0,,,0,476,476,0,476
Mumbai City,,,WADALA,180,,26,482,0,5,487,0,,,0,482,482,0,482
Mumbai City,,,WADALA,180,,27,409,0,9,418,0,,,0,409,409,0,409
