District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Jalgaon,,,Chalisgaon,17,,1,484,0,3,487,0,,,0,484,484,0,484
Jalgaon,,,Chalisgaon,17,,2,790,0,8,798,0,,,0,790,790,0,790
Jalgaon,,,Chalisgaon,17,,3,576,0,4,580,0,,,0,576,576,0,576
Jalgaon,,,Chalisgaon,17,,4,403,0,13,416,0,,,0,403,403,0,403
Jalgaon,,,Chalisgaon,17,,5,824,0,1,825,0,,,0,824,824,0,824
Jalgaon,,,Chalisgaon,17,,6,793,0,3,796,0,,,0,793,793,0,793
Jalgaon,,,Chalisgaon,17,,7,606,0,11,617,0,,,0,606,606,0,606
Jalgaon,,,Chalisgaon,17,,8,564,0,11,575,0,,,0,564,564,0,564
Jalgaon,,,Chalisgaon,17,,9,642,0,6,648,0,,,0,642,642,0,642
Jalgaon,,,Chalisgaon,17,,10,536,0,4,540,0,,,0,536,536,0,536
Jalgaon,,,Chalisgaon,17,,11,738,0,1,739,0,,,0,738,738,0,738
Jalgaon,,,Chalisgaon,17,,12,629,0,2,631,0,,,0,629,629,0,629
Jalgaon,,,Chalisgaon,17,,13,646,0,4,650,0,,,0,646,646,0,646
Jalgaon,,,Chalisgaon,17,,14,769,0,2,771,0,,,0,769,769,0,769
Jalgaon,,,Chalisgaon,17,,15,427,0,4,431,0,,,0,427,427,0,427
Jalgaon,,,Chalisgaon,17,,16,841,0,3,844,0,,,0,841,841,0,841
Jalgaon,,,Chalisgaon,17,,17,806,0,11,817,0,,,0,806,806,0,806
Jalgaon,,,Chalisgaon,17,,18,656,0,9,665,0,,,0,656,656,0,656
Jalgaon,,,Chalisgaon,17,,19,785,0,9,794,0,,,0,785,785,0,785
Jalgaon,,,Chalisgaon,17,,20,404,0,5,409,0,,,0,404,404,0,404
Jalgaon,,,Chalisgaon,17,,21,643,0,8,651,0,,,0,643,643,0,643
Jalgaon,,,Chalisgaon,17,,22,595,0,9,604,0,,,0,595,595,0,595
Jalgaon,,,Chalisgaon,17,,23,905,0,5,910,0,,,0,905,905,0,905
Jalgaon,,,Chalisgaon,17,,24,823,0,4,827,0,,,0,823,823,0,823
Jalgaon,,,Chalisgaon,17,,25,801,0,6,807,0,,,0,801,801,0,801
Jalgaon,,,Chalisgaon,17,,26,838,0,7,845,0,,,0,838,838,0,838
Jalgaon,,,Chalisgaon,17,,27,638,0,4,642,0,,,0,638,638,0,638
Jalgaon,,,Chalisgaon,17,,28,553,0,5,558,0,,,0,553,553,0,553
