District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Kolhapur,,,SHAHUWADI,277,,1,765,0,1,766,0,,,0,765,765,0,765
Kolhapur,,,SHAHUWADI,277,,2,544,0,0,544,0,,,0,544,544,0,544
Kolhapur,,,SHAHUWADI,277,,3,307,0,0,307,0,,,0,307,307,0,307
Kolhapur,,,SHAHUWADI,277,,4,418,0,0,418,0,,,0,418,418,0,418
Kolhapur,,,SHAHUWADI,277,,5,604,0,1,605,0,,,0,604,604,0,604
Kolhapur,,,SHAHUWADI,277,,6,501,0,2,503,0,,,0,501,501,0,501
Kolhapur,,,SHAHUWADI,277,,7,548,0,2,550,0,,,0,548,548,0,548
Kolhapur,,,SHAHUWADI,277,,8,706,0,2,708,0,,,0,706,706,0,706
Kolhapur,,,SHAHUWADI,277,,9,500,0,0,500,0,,,0,500,500,0,500
Kolhapur,,,SHAHUWADI,277,,10,821,0,0,821,0,,,0,821,821,0,821
Kolhapur,,,SHAHUWADI,277,,11,474,0,3,477,0,,,0,474,474,0,474
Kolhapur,,,SHAHUWADI,277,,12,739,0,3,742,0,,,0,739,739,0,739
Kolhapur,,,SHAHUWADI,277,,13,750,0,1,751,0,,,0,750,750,0,750
Kolhapur,,,SHAHUWADI,277,,14,583,0,0,583,0,,,0,583,583,0,583
Kolhapur,,,SHAHUWADI,277,,15,988,0,1,989,0,,,0,988,988,0,988
Kolhapur,,,SHAHUWADI,277,,16,247,0,1,248,0,,,0,247,247,0,247
Kolhapur,,,SHAHUWADI,277,,17,752,0,0,752,0,,,0,752,752,0,752
Kolhapur,,,SHAHUWADI,277,,18,706,0,1,707,0,,,0,706,706,0,706
Kolhapur,,,SHAHUWADI,277,,19,617,0,0,617,0,,,0,617,617,0,617
Kolhapur,,,SHAHUWADI,277,,20,612,0,1,613,0,,,0,612,612,0,612
Kolhapur,,,SHAHUWADI,277,,21,608,0,0,608,0,,,0,608,608,0,608
Kolhapur,,,SHAHUWADI,277,,22,947,0,3,950,0,,,0,947,947,0,947
Kolhapur,,,SHAHUWADI,277,,23,652,0,0,652,0,,,0,652,652,0,652
Kolhapur,,,SHAHUWADI,277,,24,464,0,1,465,0,,,0,464,464,0,464
Kolhapur,,,SHAHUWADI,277,,25,591,0,1,592,0,,,0,591,591,0,591
Kolhapur,,,SHAHUWADI,277,,26,1085,0,3,1088,0,,,0,1085,1085,0,1085
Kolhapur,,,SHAHUWADI,277,,27,406,0,1,407,0,,,0,406,406,0,406
Kolhapur,,,SHAHUWADI,277,,28,436,0,2,438,0,,,0,436,436,0,436
Kolhapur,,,SHAHUWADI,277,,29,510,0,1,511,0,,,0,510,510,0,510
Kolhapur,,,SHAHUWADI,277,,30,861,0,0,861,0,,,0,861,861,0,861
Kolhapur,,,SHAHUWADI,277,,31,410,0,6,416,0,,,0,410,410,0,410
Kolhapur,,,SHAHUWADI,277,,32,323,0,1,324,0,,,0,323,323,0,323
Kolhapur,,,SHAHUWADI,277,,33,184,0,0,184,0,,,0,184,184,0,184
Kolhapur,,,SHAHUWADI,277,,34,157,0,0,157,0,,,0,157,157,0,157
Kolhapur,,,SHAHUWADI,277,,35,522,0,1,523,0,,,0,522,522,0,522
Kolhapur,,,SHAHUWADI,277,,36,422,0,2,424,0,,,0,422,422,0,422
Kolhapur,,,SHAHUWADI,277,,37,1054,0,3,1057,0,,,0,1054,1054,0,1054
Kolhapur,,,SHAHUWADI,277,,38,222,0,0,222,0,,,0,222,222,0,222
Kolhapur,,,SHAHUWADI,277,,39,912,0,0,912,0,,,0,912,912,0,912
Kolhapur,,,SHAHUWADI,277,,41,696,0,1,697,0,,,0,695,695,0,695
Kolhapur,,,SHAHUWADI,277,,42,561,0,1,562,0,,,0,558,558,0,558
Kolhapur,,,SHAHUWADI,277,,43,792,0,3,795,0,,,0,789,789,0,789
Kolhapur,,,SHAHUWADI,277,,44,335,0,0,335,0,,,0,335,335,0,335
Kolhapur,,,SHAHUWADI,277,,45,1029,0,0,1029,0,,,0,1026,1026,0,1026
Kolhapur,,,SHAHUWADI,277,,46,692,0,2,694,0,,,0,692,692,0,692
Kolhapur,,,SHAHUWADI,277,,47,987,0,0,987,0,,,0,985,985,0,985
Kolhapur,,,SHAHUWADI,277,,48,730,0,1,731,0,,,0,726,726,0,726
Kolhapur,,,SHAHUWADI,277,,49,887,0,2,889,0,,,0,886,886,0,886
Kolhapur,,,SHAHUWADI,277,,50,523,0,0,523,0,,,0,523,523,0,523
Kolhapur,,,SHAHUWADI,277,,51,507,0,0,507,0,,,0,507,507,0,507
Kolhapur,,,SHAHUWADI,277,,52,528,0,1,529,0,,,0,526,526,0,526
Kolhapur,,,SHAHUWADI,277,,53,525,0,0,525,0,,,0,524,524,0,524
Kolhapur,,,SHAHUWADI,277,,54,545,0,0,545,0,,,0,545,545,0,545
Kolhapur,,,SHAHUWADI,277,,55,893,0,2,895,0,,,0,888,888,0,888
Kolhapur,,,SHAHUWADI,277,,56,640,0,1,641,0,,,0,619,619,0,619
Kolhapur,,,SHAHUWADI,277,,57,958,0,3,961,0,,,0,958,958,0,958
Kolhapur,,,SHAHUWADI,277,,58,719,0,1,720,0,,,0,717,717,0,717
Kolhapur,,,SHAHUWADI,277,,59,833,0,0,833,0,,,0,833,833,0,833
Kolhapur,,,SHAHUWADI,277,,60,949,0,2,951,0,,,0,946,946,0,946
Kolhapur,,,SHAHUWADI,277,,61,1128,0,1,1129,0,,,0,1123,1123,0,1123
