District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Gondia,,,AMGAON,15,,1,771,0,0,771,774,Anil Patil Bhaidas,,366,405,771,774,1545
Gondia,,,AMGAON,15,,2,690,0,0,690,691,Anil Patil Bhaidas,,281,409,690,691,1381
