District Name,District No,Jilha,Constituency Name,Constituency No,Total No. of Electors,Serial Poll,Total No. Valid Votes,No. of Rejected Votes,NOTA,Total,No. of Tendered Votes,Elected Person Name,Party Name of Elected Person,No. of Valid Votes Cast in Favour of Elected Person,Other Candidate Votes,Total EVM Votes,Total Postal ballot votes,Total Votes Polled
Amaravati,,,Badnera,37,,1,0,2,0,2,0,Rahul Mohod Laxmanrao,,255,6,261,0,261
Amaravati,,,Badnera,37,,2,0,2,0,2,0,Rahul Mohod Laxmanrao,,171,16,187,0,187
Amaravati,,,Badnera,37,,3,0,11,0,11,0,Rahul Mohod Laxmanrao,,74,36,110,0,110
Amaravati,,,Badnera,37,,4,1,5,0,6,1,Rahul Mohod Laxmanrao,,322,37,359,1,360
Amaravati,,,Badnera,37,,5,0,8,0,8,0,Rahul Mohod Laxmanrao,,297,37,334,0,334
Amaravati,,,Badnera,37,,6,0,4,0,4,4,Rahul Mohod Laxmanrao,,250,50,300,4,304
Amaravati,,,Badnera,37,,7,0,3,0,3,0,Rahul Mohod Laxmanrao,,264,15,279,0,279
Amaravati,,,Badnera,37,,8,1,1,0,2,0,Rahul Mohod Laxmanrao,,349,23,372,0,372
Amaravati,,,Badnera,37,,9,1,9,0,10,0,Rahul Mohod Laxmanrao,,232,44,276,0,276
Amaravati,,,Badnera,37,,10,0,0,0,0,0,Rahul Mohod Laxmanrao,,127,33,160,0,160
Amaravati,,,Badnera,37,,11,0,4,0,4,0,Rahul Mohod Laxmanrao,,125,38,163,0,163
Amaravati,,,Badnera,37,,12,1,4,0,5,0,Rahul Mohod Laxmanrao,,178,40,218,0,218
Amaravati,,,Badnera,37,,13,1,1,0,2,1,Rahul Mohod Laxmanrao,,220,38,258,1,259
Amaravati,,,Badnera,37,,14,0,3,0,3,1,Rahul Mohod Laxmanrao,,407,187,594,1,595
Amaravati,,,Badnera,37,,15,0,2,0,2,0,Rahul Mohod Laxmanrao,,234,26,260,0,260
Amaravati,,,Badnera,37,,16,0,2,0,2,0,Rahul Mohod Laxmanrao,,316,38,354,0,354
Amaravati,,,Badnera,37,,17,0,2,0,2,0,Rahul Mohod Laxmanrao,,158,26,184,0,184
Amaravati,,,Badnera,37,,18,1,14,0,15,0,Rahul Mohod Laxmanrao,,346,42,388,0,388
Amaravati,,,Badnera,37,,19,0,4,0,4,0,Rahul Mohod Laxmanrao,,330,31,361,0,361
Amaravati,,,Badnera,37,,20,1,4,0,5,1,Rahul Mohod Laxmanrao,,290,198,488,1,489
Amaravati,,,Badnera,37,,21,1,2,0,3,0,Rahul Mohod Laxmanrao,,342,183,525,0,525
Amaravati,,,Badnera,37,,22,2,6,0,8,1,Rahul Mohod Laxmanrao,,458,51,509,1,510
Amaravati,,,Badnera,37,,23,0,8,0,8,1,Rahul Mohod Laxmanrao,,326,39,365,1,366
Amaravati,,,Badnera,37,,24,0,0,0,0,0,Rahul Mohod Laxmanrao,,131,204,335,0,335
Amaravati,,,Badnera,37,,25,1,11,0,12,0,Rahul Mohod Laxmanrao,,222,64,286,0,286
Amaravati,,,Badnera,37,,26,0,4,0,4,0,Rahul Mohod Laxmanrao,,407,37,444,0,444
Amaravati,,,Badnera,37,,27,0,5,0,5,0,Rahul Mohod Laxmanrao,,182,39,221,0,221
Amaravati,,,Badnera,37,,28,0,19,0,19,1,Rahul Mohod Laxmanrao,,88,55,143,1,144
Amaravati,,,Badnera,37,,29,0,7,0,7,1,Rahul Mohod Laxmanrao,,339,58,397,1,398
Amaravati,,,Badnera,37,,30,0,7,0,7,0,Rahul Mohod Laxmanrao,,404,60,464,0,464
Amaravati,,,Badnera,37,,31,1,2,0,3,2,Rahul Mohod Laxmanrao,,516,61,577,2,579
Amaravati,,,Badnera,37,,32,1,4,0,5,2,Rahul Mohod Laxmanrao,,459,72,531,2,533
Amaravati,,,Badnera,37,,33,0,5,0,5,1,Rahul Mohod Laxmanrao,,455,82,537,1,538
Amaravati,,,Badnera,37,,34,0,10,0,10,2,Rahul Mohod Laxmanrao,,499,54,553,2,555
Amaravati,,,Badnera,37,,35,2,13,0,15,0,Rahul Mohod Laxmanrao,,223,80,303,0,303
Amaravati,,,Badnera,37,,36,0,0,0,0,0,Rahul Mohod Laxmanrao,,186,42,228,0,228
Amaravati,,,Badnera,37,,37,1,5,0,6,0,Rahul Mohod Laxmanrao,,24,73,97,0,97
Amaravati,,,Badnera,37,,38,0,8,0,8,0,Rahul Mohod Laxmanrao,,214,64,278,0,278
Amaravati,,,Badnera,37,,39,0,2,0,2,0,Rahul Mohod Laxmanrao,,149,52,201,0,201
Amaravati,,,Badnera,37,,40,0,2,0,2,0,Rahul Mohod Laxmanrao,,268,76,344,0,344
Amaravati,,,Badnera,37,,41,2,7,0,9,0,Rahul Mohod Laxmanrao,,232,78,310,0,310
Amaravati,,,Badnera,37,,42,0,2,0,2,0,Rahul Mohod Laxmanrao,,311,67,378,0,378
